IDCode,SiteCode,RefCode,BatGenus,BatSpecies,CurrentBatSpecies,TrophicGuild,PlantFamily,PlantGenus,PlantSpecies,CurrentPlantSpecies,LifeForm,SuccessionalStage,Interaction,Weight
BPI1383,BPA092,BPR079,Vampyressa,Vampyressa pusilla,Vampyressa thyone,Frugivore,Moraceae,Ficus,Ficus citrifolia,Ficus citrifolia,Tree,Late,Frugivory,NA
BPI1384,BPA093,BPR080,Phyllostomus,Phyllostomus hastatus,Phyllostomus hastatus,Omnivore,Strelitziaceae,Phenakospermum,Phenakospermum guyannense,Phenakospermum guyannense,Herb,NA,Nectarivory,NA
BPI1385,BPA094,BPR081,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Asparagaceae,Agave,Agave desmettiana,Agave desmettiana,Herb,NA,Nectarivory,NA
BPI1386,BPA094,BPR081,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Bignoniaceae,Crescentia,Crescentia cujete,Crescentia cujete,Tree,NA,Nectarivory,NA
BPI1387,BPA094,BPR081,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Cactaceae,Cereus,Cereus repandus,Cereus repandus,Succulent,NA,Nectarivory,NA
BPI1388,BPA094,BPR081,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Leguminosae,Calliandra,Calliandra laxa,Calliandra laxa,Tree,NA,Nectarivory,NA
BPI1389,BPA094,BPR081,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Acanthaceae,Thunbergia,Thunbergia grandiflora,Thunbergia grandiflora,Vine,Late,Nectarivory,NA
BPI1390,BPA095,BPR082,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper aduncum,Piper aduncum,Shrub,Early,Frugivory,NA
BPI1391,BPA095,BPR082,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI1392,BPA095,BPR082,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper crassinervium,Piper crassinervium,Shrub,Early,Frugivory,NA
BPI1393,BPA095,BPR082,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper gaudichaudianum,Piper gaudichaudianum,Shrub,Early,Frugivory,NA
BPI1394,BPA095,BPR082,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper sp.,Piper sp.,Shrub,NA,Frugivory,NA
BPI1395,BPA096,BPR083,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Amaranthaceae,Unidentified,Species 1,Unidentified sp.1,NA,NA,Nectarivory,1
BPI1396,BPA096,BPR083,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Bignoniaceae,Crescentia,Crescentia alata,Crescentia alata,Tree,NA,Nectarivory,21
BPI1397,BPA096,BPR083,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Malvaceae,Ceiba,Ceiba aesculifolia,Ceiba aesculifolia,Tree,Late,Nectarivory,49
BPI1398,BPA096,BPR083,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Malvaceae,Ceiba,Ceiba grandiflora,Ceiba aesculifolia,Tree,Late,Nectarivory,14
BPI1399,BPA096,BPR083,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Malvaceae,Ceiba,Ceiba pentandra,Ceiba pentandra,Tree,Early,Nectarivory,5
BPI1400,BPA096,BPR083,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Malvaceae,Pseudobombax,Pseudobombax ellipticum,Pseudobombax ellipticum,Tree,NA,Nectarivory,3
BPI1401,BPA096,BPR083,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Cactaceae,Unidentified,Unidentified,Unidentified sp.2,NA,NA,Nectarivory,5
BPI1402,BPA096,BPR083,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Leguminosae,Bauhinia,Bauhinia ungulata,Bauhinia ungulata,Tree,Early,Nectarivory,1
BPI1403,BPA096,BPR083,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Combretaceae,Combretum,Combretum sp.,Combretum sp.,NA,NA,Nectarivory,1
BPI1404,BPA096,BPR083,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Convolvulaceae,Ipomoea,Ipomea ampullacea,Ipomoea ampullacea,NA,NA,Nectarivory,2
BPI1405,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Asparagaceae,Agave,Agave colimana,Agave ortgiesiana,Herb,NA,Nectarivory,39
BPI1406,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Bignoniaceae,Crescentia,Crescentia alata,Crescentia alata,Tree,NA,Nectarivory,6
BPI1407,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Malvaceae,Ceiba,Ceiba aesculifolia,Ceiba aesculifolia,Tree,Late,Nectarivory,129
BPI1408,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Malvaceae,Ceiba,Ceiba grandiflora,Ceiba aesculifolia,Tree,Late,Nectarivory,181
BPI1409,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Malvaceae,Ceiba,Ceiba pentandra,Ceiba pentandra,Tree,Early,Nectarivory,75
BPI1410,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Malvaceae,Pseudobombax,Pseudobombax ellipticum,Pseudobombax ellipticum,Tree,NA,Nectarivory,219
BPI1411,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Unidentified,Unidentified,Unidentified sp.2,NA,NA,Nectarivory,16
BPI1412,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Leguminosae,Bauhinia,Bauhinia pauletia,Bauhinia pauletia,Tree,NA,Nectarivory,106
BPI1413,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Leguminosae,Bauhinia,Bauhinia ungulata,Bauhinia ungulata,Tree,Early,Nectarivory,30
BPI1414,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Combretaceae,Combretum,Combretum sp.,Combretum sp.,NA,NA,Nectarivory,1
BPI1415,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Convolvulaceae,Ipomoea,Ipomea ampullacea,Ipomoea ampullacea,NA,NA,Nectarivory,34
BPI1416,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cucurbitaceae,Cucurbita,Cucurbita argyirosperma,Cucurbita argyrosperma,Herb,NA,Nectarivory,6
BPI1417,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Leguminosae,Hesperalbizia,Albizia occidentalis,Hesperalbizia occidentalis,Tree,NA,Nectarivory,1
BPI1418,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Leguminosae,Zapoteca,Calliandra formosa,Zapoteca formosa,Shrub,NA,Nectarivory,2
BPI1419,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Leguminosae,Inga,Inga vera,Inga vera,Tree,Early,Nectarivory,4
BPI1420,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Moraceae,Brosimum,Brosimum alicastrum,Brosimum alicastrum,Tree,Late,Nectarivory,2
BPI1421,BPA096,BPR083,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Malvaceae,Helicteres,Helicteris baruensis,Helicteres baruensis,Shrub,NA,Nectarivory,12
BPI1422,BPA097,BPR084,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Malvaceae,Ceiba,Ceiba pentandra,Ceiba pentandra,Tree,Early,Nectarivory,NA
BPI1423,BPA097,BPR084,Phyllostomus,Phyllostomus discolor,Phyllostomus discolor,Omnivore,Malvaceae,Ceiba,Ceiba pentandra,Ceiba pentandra,Tree,Early,Nectarivory,NA
BPI1424,BPA098,BPR085,Sturnira,Sturnira lilium,Sturnira giannae,Frugivore,Amaranthaceae,Cyathula,Cyathula prostrata,Cyathula prostrata,Herb,Early,Frugivory,NA
BPI1425,BPA098,BPR085,Sturnira,Sturnira lilium,Sturnira giannae,Frugivore,Piperaceae,Piper,Piper bartlingianum,Piper bartlingianum,Shrub,Early,Frugivory,NA
BPI1426,BPA098,BPR085,Sturnira,Sturnira lilium,Sturnira giannae,Frugivore,Solanaceae,Solanum,Solanum torvum,Solanum rudepannum,Shrub,Early,Frugivory,NA
BPI1427,BPA098,BPR085,Sturnira,Sturnira tildae,Sturnira tildae,Frugivore,Amaranthaceae,Cyathula,Cyathula prostrata,Cyathula prostrata,Herb,Early,Frugivory,NA
BPI1428,BPA098,BPR085,Sturnira,Sturnira tildae,Sturnira tildae,Frugivore,Piperaceae,Piper,Piper bartlingianum,Piper bartlingianum,Shrub,Early,Frugivory,NA
BPI1429,BPA098,BPR085,Sturnira,Sturnira tildae,Sturnira tildae,Frugivore,Solanaceae,Solanum,Solanum torvum,Solanum rudepannum,Shrub,Early,Frugivory,NA
BPI1430,BPA099,BPR086,Artibeus,Artibeus cinereus,Artibeus cinereus,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,1
BPI1431,BPA099,BPR086,Artibeus,Artibeus concolor,Artibeus concolor,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,3
BPI1432,BPA099,BPR086,Artibeus,Artibeus gnomus,Artibeus gnomus,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,1
BPI1433,BPA099,BPR086,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,40
BPI1434,BPA099,BPR086,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Urticaceae,Cecropia,Cecropia palmata,Cecropia palmata,Tree,Early,Frugivory,17
BPI1435,BPA099,BPR086,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,20
BPI1436,BPA099,BPR086,Artibeus,Artibeus obscurus,Artibeus obscurus,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,41
BPI1437,BPA099,BPR086,Artibeus,Artibeus obscurus,Artibeus obscurus,Frugivore,Urticaceae,Cecropia,Cecropia palmata,Cecropia palmata,Tree,Early,Frugivory,3
BPI1438,BPA099,BPR086,Carollia,Carollia brevicauda,Carollia brevicauda,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,1
BPI1439,BPA099,BPR086,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,4
BPI1440,BPA099,BPR086,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Urticaceae,Cecropia,Cecropia palmata,Cecropia palmata,Tree,Early,Frugivory,2
BPI1441,BPA099,BPR086,Chiroderma,Chiroderma villosum,Chiroderma villosum,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,1
BPI1442,BPA099,BPR086,Platyrrhinus,Platyrrhinus brachycephalus,Platyrrhinus brachycephalus,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,1
BPI1443,BPA099,BPR086,Platyrrhinus,Platyrrhinus helleri,Platyrrhinus sp.,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,4
BPI1444,BPA099,BPR086,Platyrrhinus,Platyrrhinus helleri,Platyrrhinus sp.,Frugivore,Urticaceae,Cecropia,Cecropia palmata,Cecropia palmata,Tree,Early,Frugivory,2
BPI1445,BPA099,BPR086,Rhinophylla,Rhinophylla pumilio,Rhinophylla pumilio,Frugivore,Urticaceae,Cecropia,Cecropia sciadophylla,Cecropia sciadophylla,Tree,Early,Frugivory,3
BPI1446,BPA099,BPR086,Sturnira,Sturnira lilium,Sturnira giannae,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,2
BPI1447,BPA099,BPR086,Sturnira,Sturnira tildae,Sturnira tildae,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,16
BPI1448,BPA100,BPR087,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Cactaceae,Pilosocereus,Pilosocereus catingicola,Pilosocereus catingicola,Succulent,NA,Nectarivory,NA
BPI1449,BPA101,BPR088,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Urticaceae,Cecropia,Cecropia obtusifolia,Cecropia obtusifolia,Tree,Early,Frugivory,NA
BPI1450,BPA101,BPR088,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Leguminosae,Dipteryx,Dipteryx panamensis,Dipteryx oleifera,Tree,Early,Frugivory,NA
BPI1451,BPA101,BPR088,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus cahuitensis,Ficus cahuitensis,Tree,Late,Frugivory,NA
BPI1452,BPA101,BPR088,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus insipida,Ficus insipida,Tree,Late,Frugivory,NA
BPI1453,BPA101,BPR088,Carollia,Carollia brevicauda,Carollia brevicauda,Frugivore,Piperaceae,Piper,Piper auritum,Piper auritum,Shrub,Early,Frugivory,NA
BPI1454,BPA101,BPR088,Carollia,Carollia brevicauda,Carollia brevicauda,Frugivore,Piperaceae,Piper,Piper multiplinervium,Piper multiplinervium,Shrub,Late,Frugivory,NA
BPI1455,BPA101,BPR088,Carollia,Carollia brevicauda,Carollia brevicauda,Frugivore,Piperaceae,Piper,Piper sancti-felicis,Piper sancti-felicis,Shrub,Early,Frugivory,NA
BPI1456,BPA101,BPR088,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper friedricsthalii,Piper friedrichsthalii ,Shrub,Early,Frugivory,NA
BPI1457,BPA101,BPR088,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper multiplinervium,Piper multiplinervium,Shrub,Late,Frugivory,NA
BPI1458,BPA101,BPR088,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper sancti-felicis,Piper sancti-felicis,Shrub,Early,Frugivory,NA
BPI1459,BPA101,BPR088,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper auritum,Piper auritum,Shrub,Early,Frugivory,NA
BPI1460,BPA101,BPR088,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Leguminosae,Senna,Senna fructicosa,Senna fruticosa,Shrub,Early,Frugivory,NA
BPI1461,BPA101,BPR088,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia panamensis,Vismia baccifera,Tree,Early,Frugivory,NA
BPI1462,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Urticaceae,Cecropia,Cecropia obtusifolia,Cecropia obtusifolia,Tree,Early,Frugivory,NA
BPI1463,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Moraceae,Ficus,Ficus cahuitensis,Ficus cahuitensis,Tree,Late,Frugivory,NA
BPI1464,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Moraceae,Ficus,Ficus nymphaeifolia,Ficus nymphaeifolia,Tree,Late,Frugivory,NA
BPI1465,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Moraceae,Ficus,Ficus pertusa,Ficus pertusa,Tree,NA,Frugivory,NA
BPI1466,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Moraceae,Ficus,Ficus popenoei,Ficus popenoei,Tree,Late,Frugivory,NA
BPI1467,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Hernandiaceae,Hernandia,Hernandia stenura,Hernandia stenura,Tree,NA,Frugivory,NA
BPI1468,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Solanaceae,Merinthopodium,Markea neurantha,Merinthopodium neuranthum,Shrub,Late,Frugivory,NA
BPI1469,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Piperaceae,Piper,Piper auritum,Piper auritum,Shrub,Early,Frugivory,NA
BPI1470,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Piperaceae,Piper,Piper colonense,Piper colonense,Shrub,Early,Frugivory,NA
BPI1471,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Piperaceae,Piper,Piper glabratum,Piper glabratum,Shrub,NA,Frugivory,NA
BPI1472,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Piperaceae,Piper,Piper multiplinervium,Piper multiplinervium,Shrub,Late,Frugivory,NA
BPI1473,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Piperaceae,Piper,Piper reticulatum,Piper reticulatum,Shrub,Early,Frugivory,NA
BPI1474,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Piperaceae,Piper,Piper sancti-felicis,Piper sancti-felicis,Shrub,Early,Frugivory,NA
BPI1475,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Malvaceae,Quararibea,Quararibea parviflora,Quararibea parviflora,Tree,NA,Frugivory,NA
BPI1476,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Leguminosae,Senna,Senna fructicosa,Senna fruticosa,Shrub,Early,Frugivory,NA
BPI1477,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Clusiaceae,Symphonia,Simphonia globulifera,Symphonia globulifera,Tree,Late,Frugivory,NA
BPI1478,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Solanaceae,Solanum,Solanum arboreum,Solanum arboreum,Shrub,Early,Frugivory,NA
BPI1479,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Solanaceae,Solanum,Solanum rugosum,Solanum rugosum,Shrub,Early,Frugivory,NA
BPI1480,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Anacardiaceae,Spondias,Spondias radlkoferi,Spondias radlkoferi,Tree,Early,Frugivory,NA
BPI1481,BPA101,BPR088,Artibeus,Dermanura spp.,Artibeus spp.,Frugivore,Hypericaceae,Vismia,Vismia panamensis,Vismia baccifera,Tree,Early,Frugivory,NA
BPI1482,BPA101,BPR088,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Urticaceae,Cecropia,Cecropia insignis,Cecropia insignis,Tree,Early,Frugivory,NA
BPI1483,BPA101,BPR088,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Piperaceae,Piper,Piper auritum,Piper auritum,Shrub,Early,Frugivory,NA
BPI1484,BPA101,BPR088,Uroderma,Uroderma bilobatum,Uroderma convexum,Frugivore,Urticaceae,Cecropia,Cecropia obtusifolia,Cecropia obtusifolia,Tree,Early,Frugivory,NA
BPI1485,BPA101,BPR088,Uroderma,Uroderma bilobatum,Uroderma convexum,Frugivore,Moraceae,Ficus,Ficus cahuitensis,Ficus cahuitensis,Tree,Late,Frugivory,NA
BPI1486,BPA101,BPR088,Uroderma,Uroderma bilobatum,Uroderma convexum,Frugivore,Moraceae,Ficus,Ficus pertusa,Ficus pertusa,Tree,NA,Frugivory,NA
BPI1487,BPA101,BPR088,Vampyriscus,Vampyressa nymphaea,Vampyriscus nymphaea,Frugivore,Moraceae,Ficus,Ficus cahuitensis,Ficus cahuitensis,Tree,Late,Frugivory,NA
BPI1488,BPA101,BPR088,Vampyriscus,Vampyressa nymphaea,Vampyriscus nymphaea,Frugivore,Piperaceae,Piper,Piper auritum,Piper auritum,Shrub,Early,Frugivory,NA
BPI1489,BPA101,BPR088,Vampyriscus,Vampyressa nymphaea,Vampyriscus nymphaea,Frugivore,Piperaceae,Piper,Piper sancti-felicis,Piper sancti-felicis,Shrub,Early,Frugivory,NA
BPI1490,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Piperaceae,Piper,Piper auritum,Piper auritum,Shrub,Early,Frugivory,NA
BPI1491,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Piperaceae,Piper,Piper sancti-felicis,Piper sancti-felicis,Shrub,Early,Frugivory,NA
BPI1492,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Urticaceae,Cecropia,Cecropia obtusifolia,Cecropia obtusifolia,Tree,Early,Frugivory,NA
BPI1493,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Clarisia,Clarisia mexicana,Clarisia biflora,Tree,Late,Frugivory,NA
BPI1494,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus cahuitensis,Ficus cahuitensis,Tree,Late,Frugivory,NA
BPI1495,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus insipida,Ficus insipida,Tree,Late,Frugivory,NA
BPI1496,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus maxima,Ficus maxima,Tree,Late,Frugivory,NA
BPI1497,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus nymphaeifolia,Ficus nymphaeifolia,Tree,Late,Frugivory,NA
BPI1498,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus popenoei,Ficus popenoei,Tree,Late,Frugivory,NA
BPI1499,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Hernandiaceae,Hernandia,Hernandia didymantha,Hernandia didymantha,Tree,NA,Frugivory,NA
BPI1500,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Solanaceae,Solanum,Solanum rugosum,Solanum rugosum,Shrub,Early,Frugivory,NA
BPI1501,BPA102,BPR089,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Hypericaceae,Vismia,Vismia panamensis,Vismia baccifera,Tree,Early,Frugivory,NA
BPI1502,BPA102,BPR089,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Piperaceae,Piper,Piper auritum,Piper auritum,Shrub,Early,Frugivory,NA
BPI1503,BPA102,BPR089,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Urticaceae,Cecropia,Cecropia obtusifolia,Cecropia obtusifolia,Tree,Early,Frugivory,NA
BPI1504,BPA102,BPR089,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus cahuitensis,Ficus cahuitensis,Tree,Late,Frugivory,NA
BPI1505,BPA102,BPR089,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus insipida,Ficus insipida,Tree,Late,Frugivory,NA
BPI1506,BPA102,BPR089,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus nymphaeifolia,Ficus nymphaeifolia,Tree,Late,Frugivory,NA
BPI1507,BPA102,BPR089,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Hypericaceae,Vismia,Vismia panamensis,Vismia baccifera,Tree,Early,Frugivory,NA
BPI1508,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper aborted,Piper sp.,Shrub,NA,Frugivory,NA
BPI1509,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper bell,Piper sp.,Shrub,NA,Frugivory,NA
BPI1510,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper umbrella,Piper sp.,Shrub,NA,Frugivory,NA
BPI1511,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper auritum,Piper auritum,Shrub,Early,Frugivory,NA
BPI1512,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper colonense,Piper colonense,Shrub,Early,Frugivory,NA
BPI1513,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper friedrichsthalii,Piper friedrichsthalii ,Shrub,Early,Frugivory,NA
BPI1514,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper glabratum,Piper glabratum,Shrub,NA,Frugivory,NA
BPI1515,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper multiplinervium,Piper multiplinervium,Shrub,Late,Frugivory,NA
BPI1516,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper reticulatum,Piper reticulatum,Shrub,Early,Frugivory,NA
BPI1517,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper sancti-felicis,Piper sancti-felicis,Shrub,Early,Frugivory,NA
BPI1518,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper sp.,Piper sp.,Shrub,NA,Frugivory,NA
BPI1519,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper trigonum,Piper trigonum,Shrub,Late,Frugivory,NA
BPI1520,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Araceae,Philodendron,Philodendron sp.,Philodendron sp.,Herb,NA,Frugivory,NA
BPI1521,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper aduncum,Piper aduncum,Shrub,Early,Frugivory,NA
BPI1522,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper augustum,Piper augustum,Shrub,Early,Frugivory,NA
BPI1523,BPA102,BPR089,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper peltata,Piper peltatum,Shrub,Early,Frugivory,NA
